Accession	Description	Plasmid	Length	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note
NZ_CP018366.1	"Klebsiella pneumoniae strain Kp_Goe_62629 plasmid pKp_Goe_629-2, complete sequence"	pKp_Goe_629-2	94434	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	Germany	urine	NA
NZ_CP018451.1	"Klebsiella pneumoniae strain Kp_Goe_71070 plasmid pKp_Goe_070-1, complete sequence"	pKp_Goe_070-1	90684	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	urine sample	NA
NZ_CP018452.1	"Klebsiella pneumoniae strain Kp_Goe_71070 plasmid pKp_Goe_070-2, complete sequence"	pKp_Goe_070-2	67100	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	urine sample	NA
NZ_CP018453.1	"Klebsiella pneumoniae strain Kp_Goe_71070 plasmid pKp_Goe_070-3, complete sequence"	pKp_Goe_070-3	4075	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	urine sample	NA
NZ_CP018693.1	"Klebsiella pneumoniae strain Kp_Goe_821588 plasmid pKp_Goe_588-1, complete sequence"	pKp_Goe_588-1	180027	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	anal swab	NA
NZ_CP018694.1	"Klebsiella pneumoniae strain Kp_Goe_821588 plasmid pKp_Goe_588-2, complete sequence"	pKp_Goe_588-2	50609	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	anal swab	NA
NZ_CP018313.1	"Klebsiella pneumoniae strain Kp_Goe_822579 plasmid pKp_Goe_579-1, complete sequence"	pKp_Goe_579-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018318.1	"Klebsiella pneumoniae strain Kp_Goe_822579 plasmid pKp_Goe_579-2, complete sequence"	pKp_Goe_579-2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018315.1	"Klebsiella pneumoniae strain Kp_Goe_822579 plasmid pKp_Goe_579-3, complete sequence"	pKp_Goe_579-3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018316.1	"Klebsiella pneumoniae strain Kp_Goe_822579 plasmid pKp_Goe_579-4, complete sequence"	pKp_Goe_579-4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018317.1	"Klebsiella pneumoniae strain Kp_Goe_822579 plasmid pKp_Goe_579-5, complete sequence"	pKp_Goe_579-5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018314.1	"Klebsiella pneumoniae strain Kp_Goe_822579 plasmid pKp_Goe_579-6, complete sequence"	pKp_Goe_579-6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018441.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-1, complete sequence"	pKp_Goe_917-1	180027	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018443.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-2, complete sequence"	pKp_Goe_917-2	50611	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018442.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-3, complete sequence"	pKp_Goe_917-3	34374	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018445.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-4, complete sequence"	pKp_Goe_917-4	9294	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018444.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-5, complete sequence"	pKp_Goe_917-5	5234	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018440.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-6, complete sequence"	pKp_Goe_917-6	4510	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018446.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-7, complete sequence"	pKp_Goe_917-7	3559	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018439.1	"Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-8, complete sequence"	pKp_Goe_917-8	1933	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	skin swab	NA
NZ_CP018702.1	"Klebsiella pneumoniae strain Kp_Goe_827024 plasmid pKp_Goe_024-1, complete sequence"	pKp_Goe_024-1	246753	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018704.1	"Klebsiella pneumoniae strain Kp_Goe_827024 plasmid pKp_Goe_024-2, complete sequence"	pKp_Goe_024-2	96073	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018706.1	"Klebsiella pneumoniae strain Kp_Goe_827024 plasmid pKp_Goe_024-3, complete sequence"	pKp_Goe_024-3	63588	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018705.1	"Klebsiella pneumoniae strain Kp_Goe_827024 plasmid pKp_Goe_024-4, complete sequence"	pKp_Goe_024-4	61010	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018703.1	"Klebsiella pneumoniae strain Kp_Goe_827024 plasmid pKp_Goe_024-5, complete sequence"	pKp_Goe_024-5	66149	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018708.1	"Klebsiella pneumoniae strain Kp_Goe_827026 plasmid pKp_Goe_026-1, complete sequence"	pKp_Goe_026-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018710.1	"Klebsiella pneumoniae strain Kp_Goe_827026 plasmid pKp_Goe_026-2, complete sequence"	pKp_Goe_026-2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018712.1	"Klebsiella pneumoniae strain Kp_Goe_827026 plasmid pKp_Goe_026-3, complete sequence"	pKp_Goe_026-3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018711.1	"Klebsiella pneumoniae strain Kp_Goe_827026 plasmid pKp_Goe_026-4, complete sequence"	pKp_Goe_026-4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018709.1	"Klebsiella pneumoniae strain Kp_Goe_827026 plasmid pKp_Goe_026-5, complete sequence"	pKp_Goe_026-5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Germany	NA	NA
NZ_CP018720.1	"Klebsiella pneumoniae strain KP_Goe_828304 plasmid pKp_Goe_304-1, complete sequence"	pKp_Goe_304-1	246757	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	anal swab	NA
NZ_CP018722.1	"Klebsiella pneumoniae strain KP_Goe_828304 plasmid pKp_Goe_304-2, complete sequence"	pKp_Goe_304-2	96073	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	anal swab	NA
NZ_CP018723.1	"Klebsiella pneumoniae strain KP_Goe_828304 plasmid pKp_Goe_304-3, complete sequence"	pKp_Goe_304-3	63588	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	anal swab	NA
NZ_CP018724.1	"Klebsiella pneumoniae strain KP_Goe_828304 plasmid pKp_Goe_304-4, complete sequence"	pKp_Goe_304-4	61012	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	anal swab	NA
NZ_CP018721.1	"Klebsiella pneumoniae strain KP_Goe_828304 plasmid pKp_Goe_304-5, complete sequence"	pKp_Goe_304-5	73597	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	anal swab	NA
NZ_CP034046.1	"Klebsiella pneumoniae strain KP_NORM_BLD_2014_104014 plasmid unnamed1, complete sequence"	unnamed1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Norway	Blood	NA
NZ_CP034047.1	"Klebsiella pneumoniae strain KP_NORM_BLD_2014_104014 plasmid unnamed2, complete sequence"	unnamed2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Norway	Blood	NA
NZ_CP034048.1	"Klebsiella pneumoniae strain KP_NORM_BLD_2014_104014 plasmid unnamed3, complete sequence"	unnamed3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Norway	Blood	NA
NZ_CP034049.1	"Klebsiella pneumoniae strain KP_NORM_BLD_2014_104014 plasmid unnamed4, complete sequence"	unnamed4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Norway	Blood	NA
NZ_CP034050.1	"Klebsiella pneumoniae strain KP_NORM_BLD_2014_104014 plasmid unnamed5, complete sequence"	unnamed5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Norway	Blood	NA
NZ_CP034051.1	"Klebsiella pneumoniae strain KP_NORM_BLD_2014_104014 plasmid unnamed6, complete sequence"	unnamed6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Norway	Blood	NA
NZ_CP034052.1	"Klebsiella pneumoniae strain KP_NORM_BLD_2014_104014 plasmid unnamed7, complete sequence"	unnamed7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Norway	Blood	NA
NZ_KT070138.1	"Klebsiella pneumoniae strain KP01 plasmid pGES-GZ, complete sequence"	pGES-GZ	28548	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_KX348144.1	"Klebsiella pneumoniae strain Kp01 plasmid pKPC_Kp01, complete sequence"	pKPC_Kp01	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_KX348145.1	"Klebsiella pneumoniae strain Kp02 plasmid pKPC_Kp02, complete sequence"	pKPC_Kp02	11930	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MN207908.1	"Klebsiella pneumoniae strain KP0923 plasmid pUR-KP0923, complete sequence"	pUR-KP0923	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria		NA	NA	NA
NZ_OU342707.1	"Klebsiella pneumoniae strain Kp1 isolate Kp1 plasmid p1, complete sequence"	p1	227556	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	Spain	urine	NA
NZ_OU342708.1	"Klebsiella pneumoniae strain Kp1 isolate Kp1 plasmid p2, complete sequence"	p2	110924	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	Spain	urine	NA
NZ_OU342709.1	"Klebsiella pneumoniae strain Kp1 isolate Kp1 plasmid p3, complete sequence"	p3	76065	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	Spain	urine	NA
NZ_OU342710.1	"Klebsiella pneumoniae strain Kp1 isolate Kp1 plasmid p4, complete sequence"	p4	80027	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	Spain	urine	NA
NZ_KU886034.1	"Klebsiella pneumoniae strain Kp1 plasmid pIMP-HZ1, complete sequence"	pIMP-HZ1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP086286.1	"Klebsiella pneumoniae strain Kp1 plasmid pKp1, complete sequence"	pKp1	111695	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2020	China	feces	NA
NZ_MW999353.1	"Klebsiella pneumoniae strain KP11 plasmid pKP11, complete sequence"	pKP11	33287	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_LN864819.1	"Klebsiella pneumoniae strain KP112 plasmid pKP112, complete sequence"	pKP112	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MW999354.1	"Klebsiella pneumoniae strain KP12 plasmid pKP12, complete sequence"	pKP12	33287	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP060747.1	"Klebsiella pneumoniae strain KP120 plasmid pKP120-2Kb, complete sequence"	pKP120-2Kb	2308	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China	bile	NA
NZ_CP060745.1	"Klebsiella pneumoniae strain KP120 plasmid pKP120-92Kb, complete sequence"	pKP120-92Kb	92237	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China	bile	NA
NZ_CP060746.1	"Klebsiella pneumoniae strain KP120 plasmid pKP120-CTX-M-125, complete sequence"	pKP120-CTX-M-125	72636	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	China	bile	NA
NZ_MH476540.1	"Klebsiella pneumoniae strain KP1276 plasmid pIA/C-KLUC, complete sequence"	pIA/C-KLUC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MW999355.1	"Klebsiella pneumoniae strain KP13 plasmid pKP13, complete sequence"	pKP13	33309	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	China	NA	NA
NZ_MN175386.1	"Klebsiella pneumoniae strain KP-13-14 plasmid pKP-13-14-NDM-9, complete sequence"	pKP-13-14-NDM-9	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MW218142.1	"Klebsiella pneumoniae strain KP137060 plasmid unnamed1, complete sequence"	unnamed1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MW218143.1	"Klebsiella pneumoniae strain KP137060 plasmid unnamed2, complete sequence"	unnamed2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MN175389.1	"Klebsiella pneumoniae strain KP-13-8 plasmid pKP-13-8-NDM-5, complete sequence"	pKP-13-8-NDM-5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MH715960.1	"Klebsiella pneumoniae strain KP14052 plasmid pKP14052-MCR-1, complete sequence"	pKP14052-MCR-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MN922301.1	"Klebsiella pneumoniae strain KP-14159 plasmid pKPN-IT-14159, complete sequence"	pKPN-IT-14159	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MN486052.1	"Klebsiella pneumoniae strain KP14-46 plasmid pKP14-46-tet(A), complete sequence"	pKP14-46-tet(A)	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MN175387.1	"Klebsiella pneumoniae strain KP-14-6 plasmid pKP-14-6-NDM-1, complete sequence"	pKP-14-6-NDM-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MH733010.1	"Klebsiella pneumoniae strain KP14812 plasmid pKP14812-MCR-1, complete sequence"	pKP14812-MCR-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_HG918041.1	"Klebsiella pneumoniae strain Kp15 plasmid pENVA, complete sequence"	pENVA	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MW999356.1	"Klebsiella pneumoniae strain KP15 plasmid pKP15, complete sequence"	pKP15	33309	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	China	NA	NA
NZ_CP072464.1	"Klebsiella pneumoniae strain KP1517 plasmid unnamed1, complete sequence"	unnamed1	111878	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2018	China	urine	NA
NZ_CP072465.1	"Klebsiella pneumoniae strain KP1517 plasmid unnamed2, complete sequence"	unnamed2	119109	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2018	China	urine	NA
NZ_CP072466.1	"Klebsiella pneumoniae strain KP1517 plasmid unnamed3, complete sequence"	unnamed3	11970	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2018	China	urine	NA
NZ_MN480461.1	"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence"	pKP15-2-53-tet(A)	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MH715959.1	"Klebsiella pneumoniae strain KP15450 plasmid pKP15450-MCR-1, complete sequence"	pKP15450-MCR-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MH464586.1	"Klebsiella pneumoniae strain KP1572 plasmid pIMP1572, complete sequence"	pIMP1572	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MT813035.1	"Klebsiella pneumoniae strain KP15ZE495 plasmid pKP15ZE495-1, complete sequence"	pKP15ZE495-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP085479.1	"Klebsiella pneumoniae strain Kp1604 plasmid p1, complete sequence"	p1	144892	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	China	blood	NA
NZ_CP085480.1	"Klebsiella pneumoniae strain Kp1604 plasmid p2, complete sequence"	p2	109308	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	China	blood	NA
